y,x
-569803.454104433,217.94942141198817
-2437994.654679603,450.78149142822247
-1724983.674470648,379.1838668264463
-1185551.7343960456,-314.27687600798197
-2340419.9075943255,-441.5861865109889
-314567.91582311725,161.94954599326877
-535921.8839046825,-211.2882304014828
-2354.8943484620086,14.056287549264425
-744005.1745020892,249.04086267196544
-927575.9464037431,278.06714020537504
-174705.6173099273,120.70222296105692
-226.18806360778962,-4.319228663242882
-1025579.6436453522,292.385879379279
-2343050.4101388976,441.91763257529794
-125289.79147150535,102.22280170996396
-909319.5897994128,275.31752991308747
-1523687.1527594312,-356.2925834404442
-1471127.924901947,350.1761581761532
-1053241.9097584211,296.3022404008591
-769327.6854500477,-253.15945666604767
-15620.629311731444,-36.04001167690171
-278110.8912492062,152.27857417229848
-1085824.1379581343,-300.76643367742696
-133609.07741395326,105.56066110498512
-837584.2309910257,264.23639469638454
-2398692.374584735,447.1336030938095
-181505.4514023238,-122.9446036495957
-417087.0832382623,-186.39176740378014
-541785.1735862959,212.5244491886923
-1376211.0047247102,-338.6092137345271
-14348.073064465423,-34.53926967331546
-181138.3842471718,122.90351492196828
-1143792.1139602629,-308.6915157084489
-1137464.9873185526,307.9197551140105
-1894649.9360116108,397.392472718966
-144205.56234725483,109.66510667099396
-2014012.6012252008,409.7178214990064
-1110657.7855794982,304.2701726744633
-1743929.3185124134,381.2602543721267
-1935243.9563608104,401.62664907949545
-808139.8313290515,-259.46778276989124
-152839.6966546791,112.89914223061726
-94949.88669535384,-88.91146121945059
-130863.33470256011,104.47081151932639
-16410.73795228434,-36.94116582087372
-854521.057837584,-266.810832957957
-260588.40438600502,147.40471755893816
-2935025.036635113,494.59761711349984
-277290.3103105581,152.0538183585329
-2137509.0910835876,422.0913390905139
-1296295.588762357,-328.6295988854665
-1967899.7208155736,-404.917358179151
-2623110.118830624,-467.49729246436635
-2523132.488969014,458.58415014033085
-1251041.5401865107,322.92497389233756
-2024667.0099051725,-410.7166798440388
-1927484.4729699015,-400.7374177222307
-501251.35463332746,-204.33816262727743
-941620.2315232316,-280.08066559142685
-73207.08706787752,78.14902222148987
-195405.7945093817,-127.56705016683543
-2515478.5229104552,-457.80479083335126
-51861.87892684266,65.78352279106684
-889477.049740936,-272.21419806573743
-569118.6545462745,-217.7351065399833
-471544.0051580755,-198.18926473898136
-68934.52703495308,75.83554717398204
-1976792.8973499064,405.9146884956659
-22235.13541132825,43.08927233436668
-473182.70063428924,-198.53340760576532
-1999476.4352323737,408.2367238049694
-168198.98075351346,-118.35069006398226
-138709.7026708536,-107.4725663074637
-91784.85047999313,-87.41635722352424
-935448.2316831817,279.24443833935186
-262019.98057384093,-147.7256057042179
-1677819.664824505,-373.8814187463897
-245936.5313815165,143.20199410146085
-692361.5430423836,240.24358934071552
-2613072.3865762525,-466.6018810412873
-22.95586716157785,-1.401036250745392
-2805744.894764024,483.58302267093484
-1030164.3640351,-292.95525949303914
-27626.160006155606,-47.94112611669209
-2605701.4805235965,-465.943267045155
-132072.85846352886,-104.86896168625657
-1388185.5756355273,340.16267411216154
-361403.4789323087,-173.5011954178056
-50894.51570329265,-65.0841964348603
-866272.9479011606,-268.6395212268561
-625652.6746857957,-228.29556484247803
-1520964.2497291435,356.05738150737386
-1676054.9050214144,373.7680511886798
-7991.526321214859,25.851140306120897
-2115870.184708348,419.94961347779827
-1460130.405804271,348.86497755600556
-112404.51257183329,-96.74268701251651
-1125208.145568339,-306.17314987036184
-56743.557036149265,68.80792405930231
-1567364.1997617073,-361.36371751604497
-271.76333573130006,-4.734874699432112
-2572950.4906634414,463.08886651933597
-1751864.4363415053,382.12656748222696
-9265.823165027981,-27.748985236388364
-303495.7100954762,159.07461161016192
-928979.6724016989,278.2774319861513
-1355568.1324047234,336.14310884819724
-523269.2994358128,-208.77869478250375
-65942.04332386973,74.1722182615855
-553839.4133294333,214.87521350443876
-2891552.1011871444,-490.8379962872048
-1070573.6083402575,-298.64652487170986
-2363943.3484285986,-443.80002519935704
-945314.033842292,280.71289406562084
-1212.8367731409933,-10.020049582207605
-804304.3194232829,258.9345564004676
-2258114.5865821717,433.83468637916974
-365471.37636846973,-174.47514178880442
-13111.587672728132,33.09920300618319
-777942.8492636435,-254.57321737342252
-1389168.184245923,340.2830276982213
-2852114.9961729106,-487.4790181087115
-142736.6817498974,-109.02203894586006
-180517.2223997705,-122.60934339613436
-716201.3666174733,-244.26063709017586
-667337.1407442979,-235.77944519174167
-1272178.3074852242,-325.5578225219372
-106981.03130403723,-94.3789579064682
-2651348.465658255,470.090466127211
-82975.79363218824,83.19705057009651
-1074288.2734278121,299.247601080456
-277102.3418557117,152.00228730269555
-1006989.7254357972,289.7242150808935
-591939.3627257851,222.14175363181516
-1209358.7241490046,-317.4170898385863
-1504644.7772927731,354.1422642052412
-1795031.9236384402,-386.7220364381031
-24476.41319696362,45.206581174775124
-625181.2158854367,228.29285080356772
-114050.66756103758,-97.44879799286252
-900034.1300535434,273.90844554630075
-1518217.6998768733,355.73579096334925
-2091151.6770027506,-417.4063039272829
-1340163.0247172646,-334.1445396054502
-681290.6196490697,-238.23209753507444
-16619.48636460254,-37.17560888955842
-458818.55834100937,-195.49617689444187
-1454311.2841191627,-348.0858608468984
-800393.9768289754,258.304452355699
-569587.3095013034,-217.82475462832406
-1828337.3708573526,390.37692765934696
-341057.7069011889,168.62886658966454
-2284595.375272394,-436.2874709601299
-1399883.862553961,-341.50943778029773
-95665.28973938832,-89.24593539017064
-257700.71945535313,146.5859547074857
-146255.99560987225,110.44170306581736
-2016565.3205279766,409.9773670475628
-28285.23070072462,-48.510068226862074
-39503.57544851526,57.41877903290015
-1322457.125012578,332.0129437683048
-2056864.2322200986,-413.9698320719384
-2061741.1809129016,-414.46036406280143
-1629137.4097068578,-368.4167695397562
-2509616.6407481525,457.3543479528123
-2616831.4151111213,-466.9374045938891
-135643.5824262419,106.36099826554039
-1047798.5604803801,-295.4523520705594
-179072.6658359243,-122.11761687646595
-73155.82795338477,78.12167306326717
-29899.066635257204,49.9591715026379
-1012828.5494303203,-290.4794986930557
-480776.63143700914,200.20382015527002
-890404.9944574789,-272.3561758496934
-1654077.806624329,371.30974450459746
-1403249.4231348298,342.00309772385515
-1849810.4716866536,392.66240101895767
-2291832.645772088,-436.97803794299784
-44422.34071179804,-60.802643903516866
-97892.69764446742,-90.27938960751226
-86777.88196727504,-84.99749235267785
-342752.6199235678,-168.96391528180555
-1607412.845340621,-365.9518289692934
-515010.31542582257,-207.1241960816708
-51487.27598822062,-65.46233882253603
-996006.5090186506,-288.05677279630345
-1194276.077070087,315.514605007319
-1541606.2867312666,358.4651019547581
-103300.06183557682,92.82370635687744
-2267472.1864423356,434.73257287432943
-1030398.9956613797,293.07195754895656
-340879.1315148487,168.5847255438623
-1624112.0049929381,367.9313722653999
-72016.43836795076,-77.42792909046682
-1863897.7733661612,394.1545728876605
-1320853.178710433,331.8115667912066
-384217.90394138964,-178.89498990364103
-118382.86030397375,-99.28308735488758
-598777.6681227963,-223.3376238081014
-1843655.7558379152,392.00869086122486
-2624076.457503508,467.6667371323872
-2599032.496714263,465.42990222449964
-805467.3504426144,-259.03833566143464
-433542.2558400261,-190.03381760939652
-2188816.3637463218,427.12659036253376
-453677.2870395925,194.48088336281182
-1446591.1641466224,-347.1606260700936
-157423.36121894463,-114.49558420696758
-2016043.5056855488,-409.84099200112024
-97402.51353962063,-90.05297541087032
-254243.44312108916,145.5996344877443
-2221491.1035115016,-430.2192158554797
-1523191.1272516665,356.31791109003075
-692565.3651961575,-240.19560944965735
-199776.72297325893,129.069681650039
-2516893.861672057,-457.93357670585
-158158.99235589898,-114.76288216497164
-17927.524354234156,-38.61229516948441
-758529.0435087185,-251.37615694276704
-1885144.3447209953,396.3944520269574
-1284857.3300962816,-327.1763227188008
-1958834.2757139553,404.0668614820487
-306555.24511605746,159.87420036714923
-465630.55720029824,197.0257138281969
-791259.8577420295,256.82657642828065
-2036702.0722314164,-411.9356884012171
-470915.7795640352,-198.05717238372767
-1178360.3598208812,313.405456940077
-1743048.947077248,-381.0806855063353
-569446.0622217729,217.88107293022324
-20814.776719159534,-41.608460936672145
-2552708.8987335134,-461.18052486785166
-1432748.9767125042,345.5788086096901
-667927.6933172458,235.96709876873626
-2952892.3248467627,496.10066397109483
-295569.78983341844,-156.90094775729824
-1764370.2364422139,-383.4045765534605
-284084.5656487016,-153.82152648502978
-2632188.071086286,468.3889462857918
-1627151.9612943062,368.2755124458173
-157383.26967794698,114.5643320038829
-1346323.5761826432,-334.9117625609371
-1437905.9497092906,346.20010468585656
-11782.711296159217,-31.29618601648707
-235514.74626478937,140.1359108674078
-961536.634088795,-283.02762033478587
-108347.67459969764,-94.9801270760633
